,señal_suavizada,frecuencia,amplitude_rms,freq_media,freq_mediana
80,"[ 507.39741645  553.48179496  598.62169856  642.81712725  686.06808102
  728.37455987  769.73656382  810.15409285  849.62714696  888.15572617
  925.73983045  962.37945983  998.07461429 1032.82529384 1066.63149847
 1099.49322819 1131.41048299 1162.38326288 1192.41156786 1221.49539792
 1249.63475307 1276.82963331 1303.08003863 1328.38596904 1352.74742453
 1376.16440511 1398.63691078 1420.16494153 1440.74849737 1462.77605502
 1479.08218431 1496.8323154  1491.94317311 1493.8636143  1488.59008923
 1502.86670747 1515.13055057 1525.71389524 1539.1567102  1549.16686225
 1562.93686989 1575.27110579 1569.13617991 1594.30644362 1614.35003518
 1616.11206579 1645.7998624  1687.38144459 1720.5674137  1752.6813008
 1786.61925744 1794.27499765 1801.24052629 1805.45771357 1814.87333656
 1837.23713822 1849.0591032  1865.90684606 1882.80421686 1896.80455309
 1899.32856413 1903.32159083 1936.3943517  1963.05507157 1991.38312207
 2038.90097291 2075.64411522 2114.97220082 2171.40485109 2236.93208096
 2284.38528816 2325.88415512 2337.43002657 2358.57745225 2374.08250651
 2372.45950776 2384.98428961 2377.15590766 2358.36467912 2362.26776495
 2359.15406776 2336.35488522 2293.94916036 2296.85822749 2283.18349415
 2274.60929036 2265.02393283 2268.87632696 2286.48330641 2286.41756769
 2295.25077267 2270.41499166 2244.9706866  2221.99298909 2191.55869595
 2192.40169667 2181.17404383 2171.19742633 2167.08137756 2155.95121217]",76.0,1780.1149898718022,98733.77787013065,87606.17330568164
81,"[ 500.99899563  544.22532184  586.56378637  628.01438921  668.57713036
  708.25200983  747.03902761  784.93818371  821.94947812  858.07291085
  893.30848189  927.65619125  961.11603892  993.68802491 1025.37214921
 1056.16841183 1086.07681276 1115.097352   1143.23002956 1170.47484544
 1196.83179963 1222.30089213 1246.88212295 1270.57549209 1293.38099954
 1315.2986453  1336.32842938 1356.47035177 1375.72441248 1396.32395861
 1411.56894884 1428.1594245  1421.29818812 1419.15651356 1413.27965864
 1421.39905965 1418.79444097 1433.5792796  1430.2379169  1464.27118008
 1453.06535008 1481.83803588 1493.78952668 1508.47054643 1530.63793958
 1546.19038049 1557.12020386 1581.48644978 1620.95128665 1657.82803882
 1685.47944013 1706.09898752 1727.1500582  1739.29687637 1752.93168145
 1774.22210197 1775.75840426 1784.14817266 1809.23218177 1821.10406572
 1851.82416461 1842.29651072 1862.20052975 1902.38134951 1953.97415384
 1961.00180684 1996.87831602 2038.1806522  2094.89571125 2154.52302008
 2190.02272204 2219.7625607  2243.5381163  2232.76113821 2254.08304195
 2264.87980315 2244.30954668 2221.08712345 2210.90220059 2197.85409844
 2191.14118786 2151.51200966 2099.11570808 2068.5825412  2045.2448533
 2024.8442791  2003.78306944 1989.07947373 1967.50483241 1968.47174156
 1962.21591609 1934.25758805 1890.53585666 1853.99134139 1842.25981872
 1835.52250448 1817.13154751 1819.98141656 1814.6325431  1820.68887517]",75.0,1651.7049748243624,90644.87472589225,82753.77295420016
82,"[ 496.53660608  542.87056776  588.21957487  632.58362742  675.96272541
  718.35686885  759.76605772  800.19029203  839.62957178  878.08389697
  915.5532676   952.03768368  987.53714519 1022.05165214 1055.58120453
 1088.12580236 1119.68544563 1150.26013434 1179.84986849 1208.45464809
 1236.07447312 1262.70934359 1288.3592595  1313.02422085 1336.70422764
 1359.39927987 1381.10937754 1401.83452065 1421.5747092  1442.60509282
 1458.10022262 1474.88554749 1488.65261276 1469.54839278 1483.42216299
 1478.59881795 1487.40960667 1478.15689357 1487.51095559 1517.33332784
 1542.93691691 1564.83426118 1580.89107297 1605.15033225 1607.1576007
 1634.98692036 1664.86084506 1687.53463564 1710.74347504 1732.08303849
 1747.63479212 1730.38066193 1741.22373354 1751.68621543 1756.65030569
 1774.21445541 1790.34264539 1798.48567044 1809.66099049 1824.85416495
 1830.94855234 1848.91425978 1871.22827238 1871.91112667 1906.74899364
 1931.77515258 1940.52657554 1990.03350727 2037.76451748 2102.79635367
 2145.83045567 2157.52103293 2157.92826343 2168.88212988 2188.17502337
 2195.44375066 2215.27095519 2239.18320815 2234.65214703 2265.84412201
 2272.30657447 2258.63222471 2225.85689549 2222.21454049 2202.09523664
 2196.07855364 2198.14859455 2188.1752692  2197.78110367 2191.3082075
 2184.98034163 2174.56145276 2167.55740585 2156.11191525 2129.42480474
 2138.1618337  2133.82623711 2124.58826799 2135.63994287 2144.68988972]",80.0,1719.473671176915,95190.19091726778,86126.90424599207
83,"[ 490.61689702  535.14893047  578.75880772  621.44652876  663.21209359
  704.05550221  743.97675463  782.97585084  821.05279084  858.20757463
  894.44020222  929.7506736   964.13898877  997.60514773 1030.14915049
 1061.77099704 1092.47068738 1122.24822151 1151.10359944 1179.03682115
 1206.04788666 1232.13679597 1257.30354906 1281.54814595 1304.87058663
 1327.2708711  1348.74899937 1369.30497142 1388.93878727 1409.92456526
 1425.43995035 1442.30729758 1448.61532721 1442.84717002 1438.68030143
 1448.72494385 1453.63871984 1471.16869196 1483.96250723 1492.34363627
 1508.67874768 1513.56302785 1527.20687806 1515.9280686  1539.51228625
 1572.38128023 1575.49462143 1614.92974305 1656.15475019 1676.06057331
 1694.5641968  1695.17904014 1713.33918185 1722.04181279 1738.95810629
 1744.98565093 1752.30989025 1775.40022224 1799.03009196 1798.75706488
 1832.11975434 1857.46489487 1874.09721729 1906.40636025 1928.80707763
 1952.80439274 1981.59795931 2013.67176044 2074.68933641 2145.50187031
 2205.35157111 2222.42812133 2255.67756291 2273.83176883 2285.74791926
 2293.05327036 2286.6984326  2288.49884742 2317.96439523 2322.74443056
 2307.51564341 2294.86694771 2258.3871788  2239.07266404 2241.13910211
 2259.74964109 2265.25155347 2258.79793679 2264.89503875 2273.5070219
 2278.63606328 2276.11228151 2233.35648322 2229.73639992 2212.19694916
 2185.03433822 2174.72504377 2176.05318633 2177.29903893 2179.75724817]",79.0,1731.2298525102544,96301.49670607258,83427.58896599726
84,"[ 332.65634734  381.90913735  429.99596291  476.916824    522.67172065
  567.26065283  610.68362056  652.94062384  694.03166266  733.95673702
  772.71584693  810.30899238  846.73617338  881.99738992  916.092642
  949.02192963  980.7852528  1011.38261152 1040.81400578 1069.07943558
 1096.17890093 1122.11240182 1146.87993826 1170.48151024 1192.91711777
 1214.18676084 1234.29043945 1253.22815361 1270.99990331 1289.59942983
 1303.04550934 1317.31936568 1307.00842144 1310.07369601 1296.18626987
 1294.93356615 1298.44151155 1304.26569141 1316.22545713 1322.54288104
 1330.77379822 1338.56359764 1347.30778706 1357.54049066 1371.64614526
 1392.83932121 1388.42113412 1409.32854799 1431.45794321 1449.8143506
 1452.73729578 1457.25552027 1455.43358342 1459.54732678 1452.17626921
 1477.73431824 1484.87680752 1481.26692025 1501.58717269 1514.37950103
 1544.02074723 1568.98731549 1578.39757475 1589.83620444 1632.58863531
 1658.88271447 1687.68667261 1715.98375028 1768.83497297 1824.80353757
 1881.94744517 1905.75404422 1910.27704632 1924.90883476 1933.15049416
 1947.22384827 1945.21791641 1962.87448804 1987.00584319 1989.78708074
 2003.10138325 1979.09937339 1953.07789337 1944.32884852 1927.80656669
 1932.59519646 1936.62193289 1939.84693057 1948.97350669 1947.39153663
 1950.3981161  1945.4972145  1928.68619826 1922.71050508 1927.48800851
 1929.76060067 1926.46329087 1938.87419403 1940.00262255 1940.78859899]",80.0,1499.2389856197353,83250.77031152108,71838.88398401758
85,"[ 320.10263674  357.44901435  393.99883606  429.75210186  464.70881176
  498.86896575  532.23256384  564.79960603  596.57009231  627.54402269
  657.72139716  687.10221573  715.6864784   743.47418516  770.46533602
  796.65993098  822.05797003  846.65945318  870.46438042  893.47275176
  915.6845672   937.09982673  957.71853036  977.54067808  996.5662699
 1014.79530582 1032.22778583 1048.86370994 1064.70307814 1081.57023414
 1093.99214684 1107.44184733 1117.01778953 1123.5287184  1124.82771931
 1122.29773979 1130.9374798  1128.34168713 1127.8852314  1130.12055583
 1149.3148988  1151.7005515  1164.95092847 1163.17802761 1177.17612782
 1176.8182029  1182.56045547 1192.16319259 1202.44122646 1216.54012266
 1239.77485383 1246.87015481 1247.93801146 1250.62431083 1267.79678668
 1284.37664252 1294.98122089 1304.5180364  1308.02526798 1312.89636743
 1323.93095631 1330.65450583 1362.40052868 1376.22871918 1394.98415675
 1395.95666139 1420.39714209 1448.61328092 1481.75751712 1526.60897513
 1565.19526188 1582.67706975 1600.80708314 1595.37769054 1615.45843572
 1627.24139342 1628.63305384 1642.23037418 1644.75532831 1640.56444167
 1637.85383596 1619.6845333  1601.64528185 1588.36180441 1581.37638222
 1568.39903029 1571.37413945 1572.69688917 1575.88181441 1582.52341925
 1582.78602881 1574.24326563 1554.4625517  1536.73047906 1538.30591432
 1527.63221419 1522.77805964 1519.78404859 1528.76960473 1526.47116545]",78.0,1250.0017968968366,69054.25893746618,60799.604350963404
86,"[ 310.02709045  354.44690752  398.04216122  440.81285156  482.75897853
  523.88054214  564.17754239  603.64997928  642.2978528   680.12116296
  717.11990976  753.29409319  788.64371327  823.16876997  856.86926332
  889.7451933   921.79655992  953.02336318  983.42560307 1013.0032796
 1041.75639277 1069.68494257 1096.78892902 1123.06835209 1148.52321181
 1173.15350816 1196.95924115 1219.94041078 1242.09701704 1266.0375882
 1283.93653948 1303.61945566 1328.79668532 1343.42139446 1343.98765244
 1353.76725918 1353.42769867 1365.37754401 1381.48092682 1391.92241298
 1408.32294187 1428.23108561 1440.60924734 1452.20604798 1472.11033069
 1473.58281973 1501.17246909 1514.1769094  1539.26618905 1563.62087047
 1586.78794541 1598.76353828 1588.3666231  1602.43945636 1614.39348156
 1622.42532819 1641.83718062 1670.71032718 1658.56004702 1663.50939032
 1674.78843659 1692.94868969 1709.19279675 1721.43195786 1747.80960161
 1751.4451803  1769.79021933 1783.58046075 1820.20001501 1873.34612958
 1901.25495839 1918.13244999 1919.27702676 1911.22434874 1936.52829779
 1940.88726504 1942.00013027 1937.37767108 1938.68480242 1936.53866037
 1905.04033622 1880.15186802 1851.186384   1834.89909121 1824.53613466
 1813.81946877 1791.41594326 1779.29484459 1790.91572606 1798.46416853
 1789.08557933 1768.8719694  1756.97389628 1733.92286127 1705.4226301
 1679.15122536 1665.57670464 1670.3450658  1666.6270549  1661.15737903]",76.0,1485.9649160894867,81785.34172984508,77978.40996190265
87,"[ 382.21071925  432.03067078  480.80614837  528.53715201  575.22368171
  620.86573746  665.46331926  709.01642712  751.52506104  792.98922101
  833.40890704  872.78411912  911.11485725  948.40112144  984.64291169
 1019.84022799 1053.99307034 1087.10143875 1119.16533321 1150.18475373
 1180.1597003  1209.09017293 1236.97617162 1263.81769635 1289.61474715
 1314.36732399 1338.0754269  1360.73905585 1382.35821086 1405.43128749
 1422.46309905 1440.94883223 1464.80937809 1467.35064735 1476.88518894
 1478.57338883 1468.82470508 1478.01510435 1491.3417133  1502.31538891
 1482.46757793 1483.67561236 1493.19242668 1521.54456338 1552.1212621
 1575.60667263 1613.02981313 1637.81989563 1657.33073215 1666.930666
 1702.12708838 1689.81608848 1686.92957875 1692.65677796 1718.35521204
 1724.09910902 1741.30470877 1765.22770874 1797.8317188  1804.25436852
 1808.50671024 1819.86712101 1814.5810408  1823.52041922 1839.82202224
 1848.88186328 1874.17556759 1916.33531824 1953.15375465 2002.81748768
 2033.42517227 2048.71092685 2040.22346634 2033.71275539 2021.34249478
 2021.95548185 2022.16736635 2037.91356593 2046.99990573 2069.56676721
 2083.35354383 2059.30687221 2026.59278212 2005.48359932 1992.83789656
 1989.13666636 1994.1675398  1952.40418608 1969.99210831 1971.04225156
 1969.28673006 1957.66403532 1959.11769429 1934.16301384 1905.19136887
 1878.24369898 1858.11404666 1829.14861614 1789.64226917 1798.49572093]",80.0,1610.380535864673,88517.51111223461,83392.97852656824
88,"[ 429.72617019  487.10040178  542.94699087  597.26593747  650.05724157
  701.32090317  751.05692228  799.26529889  845.94603301  891.09912463
  934.72457375  976.82238038 1017.39254451 1056.43506615 1093.94994529
 1129.93718194 1164.39677609 1197.32872774 1228.7330369  1258.60970356
 1286.95872772 1313.7801094  1339.07384857 1362.83994525 1385.07839943
 1405.78921112 1424.97238031 1442.627907   1458.7557912  1475.07365076
 1486.42863211 1497.97358883 1492.95820165 1491.54299978 1494.54212465
 1498.85164743 1472.84151492 1474.01273896 1469.65700399 1454.50249102
 1454.18773879 1435.39699739 1440.77733901 1448.48949441 1444.95453123
 1456.19214864 1467.46968906 1463.71552764 1471.0878168  1476.61778713
 1478.457481   1487.69301184 1470.18954836 1460.64861217 1479.2569959
 1486.10048214 1489.22605767 1517.41689494 1531.27433026 1541.73424316
 1565.02042485 1571.21593129 1583.21487849 1620.56841057 1635.7012915
 1669.06859683 1725.27330322 1752.83325633 1796.03515777 1864.06875099
 1915.52603911 1935.84637576 1973.5446699  1998.67976637 2013.06069216
 2038.76825857 2052.7037553  2055.69404652 2091.11665344 2111.14698533
 2120.36687706 2120.96441752 2103.60439971 2101.79757904 2123.84622824
 2132.36087099 2121.72782619 2135.7302291  2138.64682298 2155.02834986
 2168.30929548 2152.34045634 2141.67366282 2131.23230154 2120.33449552
 2114.99198554 2116.53506629 2091.94804577 2076.68149117 2085.70838652]",90.0,1615.8197177871803,89040.92461924993,73138.57280968621
89,"[ 480.56333501  528.69214991  575.81577752  621.93421784  667.04747086
  711.15553659  754.25841503  796.35610617  837.44861003  877.53592659
  916.61805586  954.69499784  991.76675252 1027.83331991 1062.89470001
 1096.95089282 1130.00189834 1162.04771656 1193.08834749 1223.12379113
 1252.15404748 1280.17911653 1307.19899829 1333.21369276 1358.22319994
 1382.22751982 1405.22665242 1427.22059772 1448.20935573 1470.62019555
 1487.17130987 1505.144506   1522.83105978 1535.28668402 1533.00563629
 1536.7675538  1537.45944789 1522.49287705 1537.15808502 1546.65454032
 1543.79238324 1554.45018384 1557.83357637 1574.95813441 1589.35232729
 1613.6495428  1642.10492001 1662.73762188 1687.62810261 1699.44807759
 1714.10338371 1733.78615405 1751.9390486  1757.50572695 1761.42087018
 1779.82531531 1798.70038294 1799.52820089 1819.00745668 1836.67188994
 1842.94054296 1863.90785174 1880.09947155 1902.95343844 1930.89376467
 1967.03972549 2011.42751057 2059.62359679 2116.89933665 2194.14371294
 2238.2705796  2265.47477724 2279.60197125 2284.05963292 2293.46133054
 2306.1601378  2298.24930128 2292.9081323  2289.55086909 2287.62571154
 2274.51685633 2233.96188659 2202.66780943 2176.00083818 2149.24812095
 2135.15351735 2144.19675194 2139.51559835 2128.69175527 2125.10737962
 2104.38460222 2095.40706838 2074.0446942  2070.39567316 2047.27488176
 2023.18039678 1983.83951771 1973.65021338 1952.44202148 1942.12149204]",75.0,1719.6639011979878,94713.45419671874,84489.06249371861
90,"[260.86229569 291.47664512 321.25507817 350.19759485 378.30419516
 405.57487909 432.00964664 457.60849783 482.37143263 506.29845106
 529.38955312 551.6447388  573.06400811 593.64736104 613.3947976
 632.30631779 650.3819216  667.62160903 684.02538009 699.59323478
 714.32517309 728.22119502 741.28130058 753.50548977 764.89376258
 775.44611902 785.16255908 794.04308277 802.08769008 810.13869202
 815.66915559 821.20601377 821.235422   815.89536613 815.83076388
 809.79624872 803.68662944 798.91782421 799.91840558 798.63548388
 791.13935783 792.89298407 789.79589386 775.18738404 770.88894716
 775.26920129 782.27370989 785.19266008 792.6798497  795.19726055
 804.67460057 811.65435803 805.61250616 803.1720002  798.62246343
 791.68253893 789.22144744 785.24734381 785.17831373 782.51329917
 785.82635918 784.50665893 789.23773284 786.92776126 789.0768021
 788.89805496 804.21142656 815.75762991 831.66842215 848.23074098
 857.45818681 868.90503399 883.65209445 879.49734365 878.84329782
 880.53711163 885.12390093 880.28628684 881.44646233 883.80102854
 878.1360825  867.51455247 849.28494707 832.88598406 821.07741834
 823.18321585 823.09851879 829.76237717 838.59679986 836.02455267
 833.16990342 824.50077038 809.73401017 799.36207881 790.21410818
 772.82694025 762.61428994 758.33513513 751.71018784 749.92155539]",76.0,760.0999907394769,39849.15992153588,39599.19789794748
91,"[ 101.41709797  139.70091176  177.03746295  213.42675152  248.86877749
  283.36354084  316.91104159  349.51127973  381.16425525  411.86996817
  441.62841848  470.43960617  498.30353126  525.22019374  551.18959361
  576.21173086  600.28660551  623.41421755  645.59456698  666.8276538
  687.11347801  706.45203961  724.8433386   742.28737498  758.78414875
  774.33365991  788.93590846  802.59089441  815.29861774  828.46253165
  837.87227657  847.73821208  852.51695313  861.3675676   870.1099457
  865.11685856  873.74388259  872.02282142  872.20383162  869.56778781
  869.44025383  869.23673283  861.06507248  856.12685436  860.59251955
  864.48074866  858.91833451  860.71540341  866.59229254  869.3656342
  872.90967475  875.65522518  878.18343935  879.35529783  882.43051936
  882.01830366  882.85451315  886.55873088  895.49199119  890.89150634
  896.10173781  903.56174784  899.13450605  912.64692134  919.45721079
  930.40014075  939.42453222  947.0681673   971.24693215  998.19230602
 1022.65316571 1026.66649139 1034.90986678 1037.07741898 1044.76909439
 1055.86268755 1051.36577835 1046.34411955 1049.84004857 1040.20348831
 1038.37109861 1025.02825066 1006.14140087  986.73484665  982.44936651
  975.67459747  975.53898442  967.26173491  966.66610739  962.10334742
  959.63502585  948.30224522  925.46300173  912.21029666  906.67136412
  897.24574014  875.95722612  870.56014221  866.94182925  859.93560563]",75.0,836.4164741466351,45133.96149145639,43122.19990680266
92,"[-14.42619786  32.95017638  79.07383651 123.94478251 167.56301439
 209.92853215 251.04133579 290.90142531 329.50880071 366.863462
 402.96540915 437.81464219 471.41116111 503.75496591 534.84605659
 564.68443315 593.27009558 620.6030439  646.6832781  671.51079817
 695.08560413 717.40769596 738.47707368 758.29373727 776.85768674
 794.1689221  810.22744333 825.03325044 838.58634343 852.3361882
 861.93438706 871.72933769 882.56741675 881.69623245 879.5985316
 881.97037821 883.74809869 884.99599399 881.94013515 883.75223987
 880.92210767 882.02742036 864.4991692  860.41761854 860.08294527
 856.07397675 854.08552785 857.99837921 856.8488037  858.30088503
 856.27371168 848.68173467 838.46034786 830.71287631 826.89249628
 819.13361778 821.36006029 815.66840956 818.44656835 813.45803156
 814.49484575 818.89151567 815.27183396 812.01384553 816.19582987
 824.84417125 824.97328698 835.40202303 839.69006066 859.36978412
 878.38826789 889.37803559 902.14349844 908.55607194 915.48292244
 923.42081716 922.07013128 921.97591885 926.56953795 931.38441758
 932.61440991 918.62012537 905.03199631 899.88089463 896.6944186
 898.62109093 889.46789962 877.99003375 879.46983229 876.93135909
 868.02376657 863.48094208 848.07252389 829.37149289 821.43099525
 815.23768712 812.03143066 815.60075279 817.47362872 816.19294697]",80.0,786.2088804930047,41801.698893763765,42435.214475139444
93,"[ 85.12507158 120.65095998 155.30790633 189.09591062 222.01497286
 254.06509303 285.24627115 315.55850721 345.00180121 373.57615316
 401.28156304 428.11803087 454.08555664 479.18414035 503.41378201
 526.7744816  549.26623914 570.88905462 591.64292804 611.52785941
 630.54384871 648.69089596 665.96900115 682.37816429 697.91838536
 712.58966438 726.39200134 739.32539624 751.38984908 763.92370123
 772.9119286  782.36955527 787.55798404 794.84771993 802.69407433
 804.35474112 802.56679312 801.45705926 794.2687733  788.54353795
 791.56596969 782.96980219 786.9655309  791.52464778 797.13944717
 804.58558279 808.91866665 816.61567339 814.1933251  821.71927113
 823.08034372 814.52573672 808.34770852 806.97307409 804.80993626
 812.05971859 811.63190197 806.13148524 813.83832187 818.14460681
 823.82108152 824.16912666 830.32778438 832.31899863 838.04956236
 856.4844205  867.95474176 872.77014551 888.68192733 900.85893038
 915.26824876 919.2453574  919.14296943 920.18663807 921.35026319
 932.94326731 928.83366753 928.31533235 927.20065352 927.48665143
 922.83372417 899.83484888 876.62287227 866.19784877 854.42383627
 838.58994975 842.04722508 831.04452453 824.8740507  825.12161798
 820.58577441 804.19898459 801.31715288 794.22335347 790.017822
 785.6134876  773.75935028 761.22509343 753.97361084 749.96622484]",75.0,754.3416742713524,40396.93161261617,40709.13073589491
94,"[209.90534405 243.43893889 276.12807111 307.97274069 338.97294765
 369.12869199 398.43997369 426.90679277 454.52914922 481.30704305
 507.24047424 532.32944281 556.57394876 579.97399207 602.52957276
 624.24069082 645.10734626 665.12953907 684.30726925 702.6405368
 720.12934173 736.77368403 752.5735637  767.52898074 781.63993516
 794.90642695 807.32845612 818.90602266 829.63912657 840.70447173
 848.5719465  856.77166253 854.64979099 855.27684378 857.07105867
 867.25318611 868.61898376 859.64829303 854.80434683 845.82851617
 841.33945451 843.73081804 848.06334913 851.15003909 855.02122629
 857.01268338 859.86802739 863.90786659 875.19615794 872.13047064
 875.03326999 870.48910161 873.97145396 882.21929168 884.85446244
 879.74657948 878.63137364 882.89596845 890.99622862 895.54453375
 896.24842035 900.36286095 900.40840397 902.68365994 901.4539231
 904.13889541 910.90128377 928.49162156 945.06615155 967.73553004
 984.89435107 990.25760863 991.51169665 988.18233638 985.14148761
 983.25113129 975.6767526  977.09465516 976.08905257 973.26636938
 977.60194209 958.69847749 935.65866756 914.31179217 914.48163792
 908.46664085 908.17247723 903.25534518 892.98839008 881.92468318
 883.9746233  875.11693066 860.24942635 848.00030208 843.42782978
 841.30982967 833.80969103 826.53077193 813.69163304 800.62395279]",72.0,820.4359729318961,43546.3766910777,43243.02828030239
95,"[ 135.34811427  183.47314603  230.2778775   275.76230869  319.9264396
  362.77027022  404.29380057  444.49703063  483.37996041  520.94258991
  557.18491912  592.10694806  625.70867671  657.99010508  688.95123317
  718.59206098  746.9125885   773.91281574  799.5927427   823.95236938
  846.99169578  868.71072189  889.10944772  908.18787327  925.94599854
  942.38382353  957.50134823  971.29857265  983.77549679  996.23386502
 1004.76844423 1013.28446752 1013.70133622 1013.55691259 1001.94937237
 1003.22907405  990.82572483  986.20451149  984.81949592  979.10994045
  974.3861218   965.77045341  962.13804232  957.50992762  962.30396255
  964.77185808  960.91688525  957.28249727  956.15089503  958.61756685
  950.32420462  943.08177637  935.07128625  938.80894346  937.74771685
  940.12159021  933.84150254  925.24556506  920.38127295  911.76553263
  916.17302888  919.32989555  916.04803946  917.75918669  929.91765854
  945.66532306  950.95986075  965.97678907  986.19801387 1008.89802199
 1022.59780772 1027.59792154 1022.79494226 1027.27812944 1033.78667707
 1044.0150593  1053.55434103 1058.70536069 1058.31519185 1058.80804185
 1058.69969656 1038.03256905 1024.93108934 1016.1245674  1013.41664154
 1027.93468602 1024.69954013 1019.05372538 1010.55257645 1014.98642436
 1010.23665457 1005.69712774  990.79654484  982.62197262  977.79595189
  974.84716691  975.60727924  973.80057449  966.11674788  965.34371756]",79.0,909.8647146086707,48124.00609314013,47244.23550338218
96,"[ 168.11620046  212.94933161  256.5315102   298.86273623  339.94300969
  379.77233059  418.35069893  455.6781147   491.75457791  526.58008855
  560.15464663  592.47825215  623.5509051   653.37260549  681.94335331
  709.26314857  735.33199126  760.1498814   783.71681896  806.03280397
  827.09783641  846.91191628  865.4750436   882.78721834  898.84844053
  913.65871015  927.2180272   939.5263917   950.58380363  961.52811281
  968.94576979  976.25032403  976.78993822  972.62147486  969.80620867
  967.79861439  963.31854601  964.30928401  952.21322439  938.79538387
  937.72405276  926.5960406   915.27769159  902.08004802  902.6021607
  903.67599253  906.27309296  901.73119915  897.12396503  887.20722286
  883.5035654   883.61001437  880.16140106  874.84387588  878.4584765
  875.20374898  864.36876732  875.43016236  872.5186225   877.98782666
  884.59062033  893.23894007  891.93749367  895.457814    912.91429624
  913.21472167  917.26388911  927.7681662   941.85508958  957.21661665
  975.43193693  985.07216915  996.32142359 1001.533555   1006.89334623
 1010.20538872 1014.77932749 1020.34678801 1018.14498765 1009.27885341
  997.54464102  984.67416577  962.19200905  939.18309627  938.90234352
  938.88403297  928.38805727  930.49988603  931.02796592  930.35964742
  923.99938736  907.81102724  892.25261602  873.3671681   862.57960191
  855.26235959  845.46198564  830.07299044  823.78836766  815.41034221]",77.0,863.1069132033615,45109.7276482027,43824.166095103006
97,"[-36.59235715  18.24296579  71.52554722 123.25538716 173.43248558
 222.05684251 269.12845793 314.64733184 358.61346425 401.02685516
 441.88750456 481.19541246 518.95057885 555.15300374 589.80268713
 622.89962901 654.44382939 684.43528826 712.87400563 739.75998149
 765.09321585 788.87370871 811.10146006 831.77646991 850.89873825
 868.46826509 884.48505043 898.94909426 911.86039658 924.52960037
 933.02477672 941.27785454 949.98966232 946.61164387 937.51900316
 929.78500445 927.48224501 923.96237868 905.21736598 893.32423306
 883.68478377 866.10217443 857.65987768 841.88996466 839.80202942
 842.02569114 837.68788711 827.1871567  823.33050411 824.61623027
 824.71576456 823.72727711 812.82513563 806.26569863 797.19877272
 791.32211846 788.08608326 792.44475214 778.13984297 778.13788834
 764.79936403 754.39416144 753.99247289 756.01149496 762.09670427
 769.49865692 769.06351393 782.70774812 804.85460172 826.53497101
 842.66147343 852.55361055 851.1902119  851.75220605 856.67540692
 863.0666782  866.10684671 869.88306501 871.45176321 876.22766379
 873.27533127 872.88319626 860.74924826 856.54064481 845.94661289
 842.94503874 844.80455978 849.13193657 848.4920746  848.96639254
 850.72940609 832.67215536 814.84836053 804.51201543 792.27757468
 782.81138983 773.05113382 776.03577087 768.63907974 761.19244877]",32.0,779.5055102239704,40574.12522391078,40820.99175559821
98,"[-91.60805114 -33.33973687  23.297929    78.30494646 131.68131552
 183.42703618 233.54210844 282.02653229 328.88030773 374.10343478
 417.69591342 459.65774366 499.98892549 538.68945892 575.75934395
 611.19858057 645.00716879 677.18510861 707.73240002 736.64904303
 763.93503764 789.59038385 813.61508165 836.00913104 856.77253204
 875.90528463 893.40738881 909.2788446  923.51965198 937.59142586
 947.10932153 956.4581837  967.64466486 962.02720564 955.64039292
 954.26094588 953.40133884 948.76821885 943.67826564 936.79573502
 922.85970229 908.87292452 894.79467001 887.31506413 884.96985167
 886.53301844 884.13165555 881.42106395 874.96582157 866.78868011
 861.80513952 854.34404018 844.81828977 823.55501046 814.95676289
 808.64352614 803.69417523 797.46273066 796.21747826 790.91487588
 786.74190031 779.76314937 776.71621339 784.38393058 791.07862179
 789.01549666 787.8380289  792.31516337 813.58018094 833.25748984
 853.13328872 859.32652243 863.42860642 864.71942648 867.76076577
 882.81298574 891.23641727 893.38961383 903.63062953 897.08160382
 897.40610659 883.92758197 869.04532084 858.8490328  852.90486929
 849.35224733 849.17209342 849.59149681 852.2580907  851.74530058
 851.22466437 844.35660929 832.67924631 812.93544751 800.89721297
 791.56990152 793.48063782 786.8272313  777.34263202 775.28738764]",32.0,794.1965888328949,41367.82788755395,42781.4511507433
