,señal_suavizada,frecuencia,amplitude_rms,freq_media,freq_mediana
39,"[137.45198831 163.50043374 188.83201504 213.44673221 237.34458526
 260.52557418 282.98969897 304.73695963 325.76735617 346.08088859
 365.67755687 384.55736103 402.72030107 420.16637697 436.89558875
 452.9079364  468.20341993 482.78203933 496.6437946  509.78868575
 522.21671277 533.92787566 544.92217443 555.19960907 564.76017958
 573.60388597 581.73072823 589.14070636 595.83382037 602.50669698
 607.069456   611.61197763 616.70159788 616.48690911 617.83022234
 613.17438041 605.78621474 600.97981085 597.21223148 595.0523127
 587.72151513 581.11494478 575.63196793 577.01536896 581.6808098
 579.47540703 579.29608313 576.24167218 574.67831816 574.93944993
 573.9541369  570.05062848 571.16628635 561.24204332 551.84875926
 550.59526577 553.33903327 543.27012714 535.20099609 536.04485392
 534.99802963 529.54589264 524.7912491  516.03198511 523.83426515
 530.99449309 536.27043979 545.46643039 555.69164677 564.59983326
 571.5994794  579.11503975 579.6160562  582.33812947 585.14411453
 573.38751909 567.24298599 565.92056737 568.31258955 567.61524299
 562.48583693 552.8154116  541.96078174 533.32676757 528.85054175
 530.26534974 530.21943049 529.15666094 533.0959442  535.37790995
 534.92675729 526.45980818 519.26522482 514.43106817 507.22500202
 496.85377123 490.02359796 481.29668934 478.71375361 476.1187414 ]",34.0,525.0025900552067,26891.708248795043,28434.86994584435
40,"[141.0780923  167.33411765 192.87553239 217.70233653 241.81453007
 265.21211302 287.89508536 309.8634471  331.11719824 351.65633878
 371.48086873 390.59078807 408.98609681 426.66679495 443.63288249
 459.88435943 475.42122578 490.24348152 504.35112666 517.7441612
 530.42258514 542.38639848 553.63560123 564.17019337 573.99017491
 583.09554585 591.48630619 599.16245593 606.12399508 613.10154363
 617.90324156 622.7209489  630.73924036 629.08950044 627.68003254
 622.0105686  616.25701511 606.58422232 605.35104191 599.97151462
 595.07159282 590.86947831 583.86158145 584.21066297 585.03956075
 582.83096394 579.13560494 580.08859525 580.87407717 587.667141
 587.00301732 583.68870396 582.35772792 577.63775366 571.14962164
 572.36457545 568.25866238 562.53938251 560.97116906 563.12474954
 565.2626377  567.96349812 564.00526654 564.99608283 578.29590814
 579.16355945 584.78773251 593.11954334 605.08915046 614.12005611
 621.70366734 630.79259047 632.4541713  637.88330572 639.18045253
 641.39603399 639.80007115 637.53049267 637.71736622 636.89028032
 630.67922536 616.80030049 598.6244135  591.2716431  584.41239605
 579.75466845 577.89135585 577.97009521 578.58446975 576.96415395
 577.93784629 572.4643511  554.86738354 543.67673437 539.58141335
 526.80342257 518.47001094 518.119583   518.86034431 516.76654883]",75.0,551.2551976159019,28635.30946266309,29072.920387395046
41,"[111.71779617 146.07803612 179.44217332 211.81020775 243.18213943
 273.55796835 302.93769451 331.32131791 358.70883856 385.10025645
 410.49557157 434.89478394 458.29789355 480.70490041 502.1158045
 522.53060584 541.94930441 560.37190023 577.79839329 594.2287836
 609.66307114 624.10125592 637.54333795 649.98931722 661.43919373
 671.89296748 681.35063848 689.81220671 697.27767219 704.48566677
 709.22029486 713.69745207 715.31848212 707.5215558  702.10678862
 697.6536247  691.68579192 683.0027734  679.50698433 670.96637559
 661.71490131 655.13770724 655.13934006 660.14221244 661.23518886
 659.46274711 659.72143142 659.76858089 654.31702525 648.38251994
 640.5367069  628.20087764 619.52584207 610.3685492  598.41733439
 586.07611019 580.85801916 580.52309531 576.32368953 567.34067874
 562.87644767 566.28459146 561.50025124 566.53020267 572.8345207
 575.21109082 579.17077661 587.71591335 595.7923801  606.25821627
 615.40808999 619.88772677 619.41222902 619.15357986 615.73726831
 617.0057134  619.36440764 627.88363368 626.73836259 620.44673713
 610.47439777 600.50592125 586.03573117 571.39577293 560.58987136
 551.99264268 544.95473092 540.00598636 538.95033758 538.23705767
 531.25583214 524.04983638 515.70060516 508.00875375 502.62462573
 499.52180211 500.76556938 491.00325193 487.84601262 484.51375318]",32.0,578.2684879944616,28982.887378389525,31898.78941096198
42,"[264.85802904 296.26648246 326.67076469 356.07087573 384.46681558
 411.85858424 438.24618171 463.62960799 488.00886308 511.38394698
 533.75485969 555.1216012  575.48417153 594.84257067 613.19679862
 630.54685538 646.89274095 662.23445533 676.57199852 689.90537051
 702.23457132 713.55960094 723.88045937 733.19714661 741.50966266
 748.81800751 755.12218118 760.42218366 764.71801495 768.35052677
 770.29716395 771.58048167 768.88959487 755.3464335  744.17093589
 736.94386897 727.67710007 721.18812163 706.81494484 696.43107492
 683.69432774 671.81643449 662.01543059 651.21968439 643.04231614
 635.5553497  625.61229353 614.40070129 612.4158966  601.23336271
 589.82153651 573.20396045 568.89984635 558.2961512  557.16943275
 555.57028847 547.22776886 538.41165536 530.2663192  521.18037874
 521.46042196 517.16151225 522.40125292 519.59304404 519.81015481
 530.07601766 545.68679554 556.65569899 572.50255891 593.68765685
 601.43005995 611.69862753 623.43720643 629.92422652 631.31070053
 627.7540114  635.97832411 634.6238353  636.94076829 638.72340051
 634.75832246 621.53371409 612.69726244 605.58996218 604.31148084
 600.23496835 604.36843564 606.94459924 604.33962903 607.6564679
 612.60163202 609.9770868  607.47787523 602.7173735  595.33236011
 596.66977576 597.02063581 596.52059155 591.96490606 592.76500081]",31.0,614.8158840189652,30322.330402316195,29428.198904776356
43,"[311.90874621 332.12617358 351.67996874 370.57013169 388.79666242
 406.35956094 423.25882725 439.49446134 455.06646322 469.97483289
 484.21957035 497.80067559 510.71814861 522.97198943 534.56219803
 545.48877441 555.75171859 565.35103055 574.28671029 582.55875782
 590.16717314 597.11195625 603.39310714 609.01062582 613.96451229
 618.25476654 621.88138858 624.84437841 627.14373602 628.93726546
 629.75155461 630.06001558 625.73270818 614.31869926 601.2806929
 587.24382585 576.65777808 569.56515917 560.12426178 553.2854076
 550.06535266 547.79606263 540.31870965 539.22718649 541.65020086
 536.65782423 532.94538663 532.66515628 531.18093253 531.3892276
 527.46400004 529.2576718  527.32398549 523.81165127 519.94893323
 514.41977963 507.92801631 504.76888262 500.63239951 500.52290729
 498.82847556 495.12498643 492.23206446 492.6498679  487.49378932
 497.97477407 505.98796452 504.97350708 513.65156474 519.42201435
 531.42497573 536.04474229 541.49895983 546.81907354 548.16583802
 548.12541982 543.27184656 546.30494024 549.11216444 547.28036629
 540.39713033 530.79370437 516.67783888 505.84804909 497.17010439
 493.941364   487.94960059 483.28315836 483.12375989 476.04987715
 470.24981964 461.1431933  449.83026391 443.2931414  438.37013204
 432.41910364 429.23465864 423.30656923 427.04017152 420.93190382]",31.0,522.2379549330059,25399.246707777642,26205.636077061055
44,"[138.47198408 166.26713388 193.20697283 219.29150091 244.52071814
 268.8946245  292.41322001 315.07650465 336.88447844 357.83714136
 377.93449343 397.17653463 415.56326498 433.09468446 449.77079309
 465.59159085 480.55707776 494.6672538  507.92211899 520.32167331
 531.86591677 542.55484938 552.38847112 561.36678201 569.48978203
 576.75747119 583.1698495  588.72691694 593.42867353 597.69578592
 600.26625411 602.40207812 598.73161946 590.67966703 584.04621039
 577.92149899 568.70465    561.75388433 558.1794649  548.86912498
 540.49055314 529.24272552 524.61370974 532.01701302 528.16982236
 522.42606829 516.08534225 509.06234512 502.92779042 494.72852751
 487.08103802 479.53895787 469.77263438 462.74437797 456.26664861
 447.13692503 440.98742667 435.34897234 429.17722872 425.0794466
 424.42360329 423.77975696 426.82903091 423.04526718 418.89754731
 423.5746577  425.90375725 438.349522   444.75712125 457.00072572
 470.0174535  475.99307033 481.6417782  489.63008741 483.48189069
 479.10160898 483.53902374 480.67037402 479.80753343 478.37424145
 473.06601851 465.8011676  455.79900472 449.08604013 446.47278166
 444.66726795 441.87845157 440.32773251 442.59483956 442.29130422
 442.14643218 439.8429737  435.65924885 427.9822068  426.58805345
 430.35012284 430.13416697 424.66033587 423.44900049 422.39708217]",31.0,471.0630977785424,23200.339214974352,24297.874874438843
45,"[168.99532281 182.1205845  194.93651813 207.44312369 219.64040118
 231.5283506  243.10697196 254.37626524 265.33623046 275.98686762
 286.3281767  296.36015772 306.08281067 315.49613555 324.60013237
 333.39480112 341.8801418  350.05615441 357.92283896 365.48019543
 372.72822384 379.66692419 386.29629646 392.61634067 398.62705681
 404.32844488 409.72050489 414.80323683 419.5766407  424.57697635
 428.19546423 432.0408839  436.17299213 436.56866354 434.37354581
 434.82085164 435.20261179 435.98204029 440.16221207 440.48586855
 434.41990062 434.77135253 436.25156734 438.12223131 446.02349427
 448.30506437 451.47946708 454.90116984 459.17692472 465.4575403
 464.19554239 464.51066636 457.88611593 455.31529052 456.99964983
 453.75565414 455.44223977 457.39914049 462.646349   465.25125667
 468.58369795 471.68695758 477.65772449 487.01571953 498.29404508
 509.13586351 519.93500635 524.2865264  536.80537145 557.26810739
 567.51703526 572.82485916 581.77711667 586.79065082 590.28924191
 595.37591774 598.76489952 597.10194704 596.43526407 594.16072987
 596.34702626 588.12990284 581.71716842 571.6900652  564.53544715
 561.87029882 558.87190349 563.00283844 560.01868762 564.57100782
 572.1212833  567.72820588 565.82954868 559.81614879 556.87674276
 548.4900358  549.95032381 545.64246887 540.26646936 541.28368193]",76.0,464.38600113986223,25288.592008629214,23008.59829706764
46,"[274.91337086 281.35129339 287.63312892 293.75887745 299.72853898
 305.54211351 311.19960105 316.70100158 322.04631511 327.23554165
 332.26868118 337.14573372 341.86669926 346.43157779 350.84036933
 355.09307387 359.18969141 363.13022195 366.91466549 370.54302203
 374.01529158 377.33147412 380.49156966 383.49557821 386.34349975
 389.0353343  391.57108184 393.95074239 396.17431594 398.48926344
 400.15320204 401.90851459 401.86804339 396.70923134 396.12350543
 398.12050341 396.55513534 399.34854225 397.78482411 399.20654892
 398.66230458 400.07983776 401.8366065  406.23816225 408.74866212
 408.6203551  407.92500108 409.8601401  411.93043931 415.90715246
 418.07134712 421.2541516  420.33076949 415.51225825 413.35728075
 413.64940645 416.46449223 418.72955464 415.96273365 413.3330785
 421.0146769  426.50683936 433.3468494  441.81124455 444.77575506
 447.4804792  449.75928108 462.34682    475.77660995 487.5637194
 498.86604585 505.49999115 506.92001685 509.17889915 507.34038453
 512.50062948 516.80143664 520.87811615 517.68365773 514.87844172
 511.05601726 503.92339044 499.15717873 494.93164653 495.04476515
 492.46086574 497.87427369 500.34827119 503.07529025 504.07146798
 502.51858359 502.20986856 498.75819213 495.77337098 495.32223597
 495.93822067 495.73762354 496.76992042 497.95481914 495.43561138]",77.0,427.2138830223333,22703.56695020868,20641.50891337494
47,"[419.09267267 427.03374019 434.65268342 441.94950236 448.92419701
 455.57676738 461.90721345 467.91553524 473.60173274 478.96580595
 484.00775488 488.72757951 493.12527986 497.20085592 500.95430769
 504.38563518 507.49483837 510.28191728 512.7468719  514.88970223
 516.71040827 518.20899003 519.38544749 520.23978067 520.77198956
 520.98207416 520.87003448 520.4358705  519.67958224 518.44371876
 517.20063285 515.47797173 506.63438987 494.23542738 483.81671723
 471.05412475 461.98790778 452.10902139 445.90870666 435.3837473
 431.24519606 421.96374527 418.55416803 416.3923259  414.4440034
 409.93455088 409.47268946 406.33935336 411.60055363 418.55523163
 424.03023926 425.67079994 425.75730441 429.32360883 429.12006241
 431.93237737 432.57943817 438.13662854 439.0255072  441.06017633
 445.98254311 451.72392663 456.76044962 463.48418622 470.30635874
 476.90931276 481.63974655 490.36214516 502.98154284 516.58445507
 522.75669146 529.31474906 535.05668688 536.29184259 543.2590578
 550.82266355 550.59580082 556.83601643 560.22557319 558.72255719
 556.29985801 551.99535687 540.34650431 536.00850352 534.86732729
 537.59695064 540.04076406 539.771382   542.06501957 542.82666036
 539.98280266 533.07570452 521.46000848 513.79780668 514.47353263
 511.94477863 510.59090048 504.66167381 508.7727632  502.77427376]",78.0,489.6882746618258,24645.68806392881,20855.35915645164
48,"[ 98.32582684 109.73527603 120.93144019 131.91431934 142.68391347
 153.24022259 163.58324668 173.71298576 183.62943982 193.33260887
 202.8224929  212.09909191 221.1624059  230.01243487 238.64917883
 247.07263777 255.28281169 263.2797006  271.06330449 278.63362336
 285.99065721 293.13440604 300.06486986 306.78204866 313.28594245
 319.57655121 325.65387496 331.51791369 337.16866741 343.27082309
 347.83031978 352.84121844 360.78205093 363.37188907 366.46992498
 366.64996139 366.86119152 367.64028315 372.255772   375.64486412
 379.5910771  380.23804021 384.99198181 395.60428587 401.95420129
 403.11281605 410.4842279  417.22846291 424.96758371 427.94633188
 433.58717137 439.13756665 442.33789519 447.26718904 452.48934355
 449.51659291 452.53484349 444.99817221 446.93924435 449.7727107
 448.35940808 452.11350872 456.37968057 461.4587962  462.97353071
 469.36759321 478.69177364 490.99837946 503.1526546  517.06111395
 528.84082681 537.18581271 544.64815061 545.60433457 544.00575291
 544.73662938 545.48077318 547.43160041 545.91828575 545.2952922
 542.46593358 528.37886057 522.25232358 517.21719549 515.19745297
 515.68569563 517.64980899 520.52654704 521.98894052 517.1708239
 516.1641715  508.27295683 503.10208874 497.82945205 491.00951521
 490.95381411 484.5231177  478.23698831 478.66731322 479.34572583]",77.0,413.62594605046553,22868.185830463717,21324.36441538918
49,"[195.62566917 211.39797142 226.77673443 241.76195821 256.35364275
 270.55178805 284.35639412 297.76746095 310.78498854 323.40897689
 335.63942601 347.47633589 358.91970654 369.96953795 380.62583012
 390.88858305 400.75779675 410.23347121 419.31560644 428.00420242
 436.29925917 444.20077669 451.70875496 458.823194   465.54409381
 471.87145437 477.8052757  483.34555779 488.49230065 493.81198399
 497.60516865 501.5712938  505.33177514 501.40328434 500.82539115
 502.20773944 494.93457791 492.27226941 494.34125501 491.58856489
 484.31535768 484.25298597 481.69850139 485.11944135 490.45906623
 486.71900847 486.03044912 496.83028116 502.94404364 507.92699703
 509.85834634 514.59939036 513.78329733 518.66170479 525.36547264
 530.15104178 533.91350968 538.53134528 542.66535688 543.23011452
 544.03830481 546.04304333 547.16921179 552.70490428 555.81115784
 567.6134956  571.30822352 583.09220214 593.93709113 606.87983002
 619.16601408 619.6177284  619.61443972 620.34077871 622.69870434
 632.57436431 635.63785533 638.1669775  635.90445155 635.21229227
 633.55589325 626.55166777 618.73916533 611.83428199 607.08546832
 603.96520128 597.22075826 596.63329497 588.38358207 584.55014903
 581.39088939 575.26746186 565.69752594 556.59116179 556.46711151
 555.88671542 544.99131789 544.08774386 537.09611665 536.50769182]",77.0,509.65980194095135,27333.97960456214,25190.670085666672
50,"[111.30470574 122.69554139 133.81257792 144.65581533 155.22525362
 165.52089279 175.54273283 185.29077376 194.76501557 203.96545825
 212.89210182 221.54494626 229.92399159 238.02923779 245.86068487
 253.41833284 260.70218168 267.7122314  274.448482   280.91093348
 287.09958584 293.01443908 298.6554932  304.02274819 309.11620407
 313.93586083 318.48171846 322.75377698 326.75203637 330.92280268
 333.9271578  337.10401984 342.02557845 343.42278079 341.86699686
 338.55863873 342.16183258 341.76002488 345.06302665 346.8257827
 343.9944397  343.33024413 345.62972178 346.78305359 351.31294654
 352.50099313 352.978259   357.83170914 360.1458254  363.27692534
 368.99546644 372.18390667 370.7458931  371.35731016 374.42941137
 376.02930022 375.17819055 378.32807205 379.56981936 380.07139217
 380.21953735 382.11245554 384.30681489 388.93076757 385.7388796
 389.52184592 400.73470254 406.60512517 414.06425306 422.60814514
 433.58458413 439.67869387 445.71331105 454.00318242 453.20541541
 455.15880201 455.31119166 454.38590569 454.90748334 453.0317485
 452.70337753 446.15183567 440.14788927 431.92447474 429.25684131
 425.3067802  419.88253609 419.00080341 420.38411099 419.62322198
 416.95045847 412.73511806 405.35329782 396.32425633 391.07769692
 386.64950989 385.1221508  382.62782134 376.14611152 373.60186924]",76.0,355.6136486802008,19248.76540081986,18125.171331681282
51,"[248.87404703 263.25091906 277.15577076 290.58860212 303.54941315
 316.03820385 328.05497421 339.59972424 350.67245394 361.2731633
 371.40185232 381.05852102 390.24316938 398.9557974  407.19640509
 414.96499245 422.26155948 429.08610617 435.43863252 441.31913854
 446.72762423 451.66408959 456.12853461 460.12095929 463.64136365
 466.68974767 469.26611135 471.3704547  473.00277772 474.27492931
 474.85136275 475.06762477 473.69881004 469.49533968 462.74308626
 459.17382431 448.79344786 436.59434967 429.21809538 420.05144103
 417.22566848 413.64212621 412.56891284 402.43853357 397.78287174
 392.70757224 384.13104111 380.90270624 382.58139236 385.32178438
 384.65201652 379.72648303 375.33920163 370.56303605 366.1917992
 359.13225468 353.7926176  350.84357783 351.59140238 349.50271325
 347.53107857 346.78630918 345.93054451 346.0644047  343.34831959
 343.10752073 342.43886168 347.50129036 352.77515687 359.2260418
 362.51515481 363.10333967 365.50357595 367.23077901 368.22452953
 368.82303685 368.13256461 368.65647001 368.72216297 363.57615627
 361.52920807 351.06446074 337.72608442 329.18793579 328.48802373
 330.74393754 332.03033418 332.32909129 334.57052328 332.61707016
 330.20538534 327.89980818 323.2397617  320.40069431 320.08112525
 314.34432477 311.26406035 308.53155923 308.85171398 312.92741505]",31.0,380.3114505013946,18013.494393360503,19056.68413044441
52,"[155.74074551 167.93891853 179.77660676 191.2538102  202.37052885
 213.12676272 223.52251179 233.55777608 243.23255557 252.54685028
 261.5006602  270.09398533 278.32682568 286.19918123 293.71105199
 300.86243797 307.65333916 314.08375556 320.15368716 325.86313399
 331.21209602 336.20057326 340.82856571 345.09607338 349.00309626
 352.54963434 355.73568764 358.56125615 361.02633987 363.36866708
 364.87505295 366.2586823  366.79740899 368.24557544 367.21887129
 366.38017262 362.47687015 362.20973086 360.40072636 353.78669614
 351.68049117 346.64087597 340.95989563 336.36739704 333.41115898
 331.54593655 328.67012728 332.14038945 332.38903172 331.26206185
 332.24466034 328.78395203 327.53291509 324.34630216 320.1910086
 314.23855321 308.71243232 309.92796461 309.60767605 306.8366559
 307.94297203 304.79172606 306.16474408 310.79183784 312.4414584
 318.69247693 321.47789405 330.95197283 337.92196196 346.38320166
 351.37993228 357.57462746 363.30563643 363.08741901 364.40441413
 365.59561237 366.86653663 367.10391676 369.73113853 371.64062997
 374.19907269 371.60107494 364.01874765 357.95118027 356.01770341
 357.50584645 358.20731868 359.98409053 364.70995697 364.99987548
 363.75439353 361.35458455 355.46672466 354.28145191 354.03088112
 351.9702914  349.22194939 345.80026741 345.73246959 344.52312324]",80.0,330.4258492835081,17053.788149069984,16422.03702399761
53,"[311.82021396 327.989004   343.55999534 358.53318799 372.90858194
 386.68617719 399.86597374 412.4479716  424.43217076 435.81857122
 446.60717298 456.79797605 466.39098042 475.38618609 483.78359306
 491.58320134 498.78501092 505.3890218  511.39523398 516.80364747
 521.61426226 525.82707835 529.44209574 532.45931444 534.87873443
 536.70035573 537.92417834 538.55020224 538.57842745 537.89562456
 536.84148178 535.07631089 527.15924178 509.97413695 493.90617129
 485.14548739 474.42381423 466.20496429 459.12853784 450.00720466
 437.65438233 428.80361384 420.65806422 412.38621848 404.60380881
 399.50662976 395.47841837 390.6855517  387.31071191 385.63951745
 386.08984167 386.14276729 388.25727259 385.36986618 379.11556184
 370.62070986 367.00649015 367.45370945 361.65041808 364.5873841
 360.11906577 360.03406225 362.19898283 364.35921212 369.62896522
 365.45577942 366.13067602 370.86478179 379.32048144 387.56773959
 394.15986615 401.53275405 404.10662016 408.11506431 408.60520363
 411.23386313 414.96217949 416.19157433 413.22242766 414.0753073
 408.73868067 407.90733236 398.9176276  392.81741449 393.33447945
 393.92282214 397.1046111  399.69823061 399.8925938  399.66078379
 398.17627245 392.48772765 384.43946128 377.85546969 370.3702735
 371.90856953 373.33164792 369.05183162 363.43307938 365.50892678]",28.0,426.63292779298024,20096.556333354827,19100.414219470556
54,"[ 82.3111883   97.85461383 113.00032496 127.74832169 142.09860402
 156.05117196 169.6060255  182.76316464 195.52258938 207.88429972
 219.84829566 231.41457721 242.58314436 253.35399711 263.72713546
 273.70255941 283.28026896 292.46026412 301.24254488 309.62711124
 317.6139632  325.20310076 332.39452393 339.1882327  345.58422706
 351.58250703 357.18307261 362.38592378 367.19106055 372.12144643
 375.60819091 379.22018449 383.76225216 384.28004588 383.98674338
 385.89646458 384.15638269 382.7776962  385.0257411  383.42779489
 381.2347257  378.73550173 374.47291137 373.92732463 375.695888
 374.0410257  375.51262265 376.89464491 377.18488582 380.34281466
 380.53974793 383.20153837 379.96249198 378.93393622 372.76669617
 372.97023055 375.17566709 375.93502157 381.63841498 382.91961289
 378.22290446 378.23854269 379.93428615 380.51770487 383.33550931
 384.38767774 386.51167667 392.62325314 401.23902535 410.21377725
 416.07221457 420.59229539 424.03228607 419.74794016 420.06326927
 425.74939683 423.00137192 422.07255587 418.87329155 414.58950598
 414.06373153 405.94328969 398.43879272 392.67891233 382.85030763
 378.56952071 376.24945715 378.49751374 378.70524672 379.90150083
 376.42743347 369.71434594 364.2652686  358.29252214 353.70109532
 351.7539048  347.36355046 342.62757077 338.97488808 338.26937769]",75.0,353.8146965078492,18646.9601319838,18831.892657522552
55,"[ 63.32270264  82.47652068 101.09443993 119.1764604  136.72258208
 153.73280497 170.20712907 186.14555438 201.5480809  216.41470863
 230.74543758 244.54026774 257.7991991  270.52223168 282.70936548
 294.36060048 305.47593669 316.05537412 326.09891275 335.6065526
 344.57829366 353.01413593 360.91407941 368.27812411 375.10627001
 381.39851713 387.15486546 392.375315   397.05986575 401.68941882
 404.82127088 407.89812527 412.2713815  411.64842975 406.3863279
 404.13090213 400.90061619 398.41638963 393.95054145 390.7105281
 385.7251994  381.75917986 377.46020535 375.47264952 377.3483246
 374.62712974 373.59520039 376.32298665 375.07145916 375.99893949
 373.33366946 376.32924164 373.43107905 370.98627524 369.47722141
 368.6118838  368.36172902 369.46749485 367.58179561 370.04031209
 371.66046211 371.18411657 377.93999857 386.72066432 386.89775817
 385.91318322 388.4147326  391.00423474 396.45865318 404.63850246
 409.01532698 409.51084464 411.50568009 416.61835471 418.92391156
 425.56786066 431.51586353 436.9479449  434.15447963 435.00021729
 434.29465505 428.93729448 419.83335756 415.01221095 411.52538405
 408.56648747 409.79337716 409.06750244 404.17311349 402.19431827
 396.84459897 389.87039301 380.13026663 371.82252307 373.44219112
 367.39105558 363.84937947 362.10696783 362.21410974 362.50007002]",77.0,364.6088343216471,19184.365905153154,18545.315753852243
56,"[ 52.14646555  72.79642197  92.88729419 112.41908222 131.39178605
 149.80540568 167.65994112 184.95539236 201.69175941 217.86904226
 233.48724091 248.54635537 263.04638563 276.98733169 290.36919356
 303.19197124 315.45566471 327.16027399 338.30579908 348.89223996
 358.91959666 368.38786915 377.29705745 385.64716156 393.43818146
 400.67011718 407.34296869 413.45673601 419.01141913 424.59215732
 428.44353279 432.32096333 438.02612769 435.56760239 432.73366258
 430.12335729 433.24806086 432.94440813 431.9937926  426.53598219
 427.6434334  421.0321746  422.29654311 416.98426452 417.14878382
 417.87194211 420.22139905 421.447223   421.99474788 423.12507335
 425.74370722 425.33482263 420.0215005  415.36071894 408.05068085
 404.22829422 402.64842833 402.48121757 400.20796778 399.38910143
 399.90189204 399.10423983 399.26947622 400.10881191 406.80577002
 407.40700794 409.36710758 411.97576927 417.77248632 428.19503598
 436.28464815 436.51748414 435.82094231 436.27250068 444.41649375
 442.67346209 445.84199035 451.62063298 452.1595699  449.65295238
 445.54695645 440.59552617 434.68232924 425.05459415 421.80637662
 414.92863961 412.51306061 418.33477709 417.83783665 418.20387092
 413.17605647 406.56668382 400.88683528 397.43848354 389.1704976
 382.08027117 381.29183456 378.03340832 379.58874744 374.49562233]",78.0,386.6591837788186,20295.852457095614,21010.15697761618
57,"[150.96485431 183.18757792 214.52881791 244.98857429 274.56684704
 303.26363618 331.0789417  358.0127636  384.06510188 409.23595654
 433.52532759 456.93321501 479.45961882 501.10453901 521.86797558
 541.74992853 560.75039786 578.86938358 596.10688567 612.46290415
 627.93743901 642.53049025 656.24205787 669.07214187 681.02074226
 692.08785902 702.27349217 711.5776417  720.00030761 728.42215837
 734.20118857 739.97940362 747.67411732 747.50389348 735.28937971
 738.41024441 733.51292712 737.96430885 730.43282009 729.62236143
 725.95829469 728.99773688 719.83373916 721.57354007 723.26632901
 727.40397274 715.29055351 720.96864328 718.31003172 714.16874486
 704.88375132 701.62115576 694.60331613 687.49970465 692.89441313
 689.1415986  680.45534966 675.35502866 676.43559421 671.57318441
 668.93105024 667.25217033 667.84605248 655.46380614 642.41251465
 642.10143754 655.84123186 665.32784786 667.19123791 680.62842149
 683.73846002 701.40729332 716.19145957 737.71692414 730.96127141
 732.8071586  731.80954268 736.37982865 734.76280386 731.10318118
 732.75454769 719.27171233 710.04858544 694.55424154 694.16595696
 697.87094299 697.84221226 699.78470377 700.01584542 700.62877805
 699.20954409 706.07928826 686.65458102 675.91950613 673.78425297
 668.9984928  676.09825468 676.26788935 672.46158316 672.81559607]",32.0,655.5473457428744,34158.82731318067,35119.228032146275
58,"[ 93.19170813 120.76436893 147.53076273 173.49088955 198.64474937
 222.9923422  246.53366803 269.26872687 291.19751873 312.32004358
 332.63630145 352.14629232 370.8500162  388.74747309 405.83866299
 422.12358589 437.6022418  452.27463072 466.14075264 479.20060758
 491.45419552 502.90151646 513.54257042 523.37735738 532.40587735
 540.62813033 548.04411631 554.6538353  560.4572873  566.02242979
 569.64539032 573.03004135 575.90650932 570.15956161 566.22589488
 559.96820945 550.8536004  546.12907328 535.13363422 525.91689339
 515.6735074  510.51470413 506.22948595 506.22334881 506.65670213
 501.70839605 501.09470081 499.30718266 495.59920041 495.21588278
 493.95986536 493.83322726 495.95108386 490.83238912 482.94436149
 478.70991361 474.58794692 473.13214171 474.2261149  474.98522418
 477.45909837 479.31332596 474.85745502 479.54881049 480.5420285
 479.14016264 482.73385078 486.60525249 491.52268812 497.58632695
 498.71061403 501.04881716 498.06817847 498.8792771  504.60971972
 506.80006611 505.58679175 505.15680148 506.60940585 506.66576505
 502.21762906 489.39370882 476.48712603 465.56919172 455.96891364
 452.55357739 448.79578255 445.17381753 440.51950714 431.38563708
 427.3849479  418.23417933 407.45873033 400.1167704  389.32011901
 385.10969691 382.27746407 374.23238629 369.33267952 365.61122689]",32.0,464.2864457814674,23278.49080255494,24481.78576205748
59,"[ 62.75446715  94.35784769 125.05433676 154.84393434 183.72664044
 211.70245507 238.77137821 264.93340988 290.18855007 314.53679878
 337.978156   360.51262176 382.14019603 402.86087882 422.67467013
 441.58156997 459.58157832 476.6746952  492.8609206  508.14025451
 522.51269695 535.97824791 548.53690739 560.1886754  570.93355192
 580.77153696 589.70263053 597.72683262 604.84414322 611.76709893
 616.35809    620.75472617 624.31349017 618.00982975 614.77159308
 612.49417422 605.92544955 599.27365988 593.98968404 587.22433251
 580.14332581 575.96495927 567.56271585 572.86267637 567.85220971
 567.67126895 562.36884007 560.1387039  557.43637584 554.37382862
 544.56939856 539.5200194  533.08870034 528.20101901 522.78247662
 516.6133475  512.70991893 507.69628956 499.92280118 494.59394515
 490.37696176 483.33051461 489.35967833 485.99412249 481.24969758
 479.63194142 479.21289467 482.4552025  487.24494533 497.03843358
 502.01572668 504.11952352 504.41284439 508.96367277 506.40501976
 498.02594211 500.11545357 503.38698818 503.54869571 503.06141667
 496.45535002 485.19020866 473.28370513 462.23085148 453.34448265
 445.91177689 440.02707346 434.03969299 431.36931255 433.30887336
 428.77126207 421.84008064 412.58506878 403.6976085  400.40144977
 398.64072112 394.8295104  393.86953206 393.79150079 388.89371816]",32.0,488.1169921223505,24142.68376803522,27196.393765254543
